No.,Time,Absolute_Time,Source,Destination,Protocol,Length,Info
173,2.307311,2024-08-15 00:09:02.307,10.8.15.4,10.8.15.133,KRB5,437,AS-REP
174,2.307651,2024-08-15 00:09:02.307,10.8.15.133,10.8.15.4,TCP,54,"49679  >  88 [FIN, ACK] Seq=253 Ack=241 Win=262400 Len=0"
175,2.307672,2024-08-15 00:09:02.307,10.8.15.133,10.8.15.4,TCP,54,49680  >  88 [ACK] Seq=333 Ack=1844 Win=262656 Len=0
176,2.307841,2024-08-15 00:09:02.307,10.8.15.4,10.8.15.133,TCP,54,88  >  49679 [ACK] Seq=241 Ack=254 Win=2097664 Len=0
177,2.307843,2024-08-15 00:09:02.307,10.8.15.133,10.8.15.4,TCP,54,"49680  >  88 [FIN, ACK] Seq=333 Ack=1844 Win=262656 Len=0"
178,2.308041,2024-08-15 00:09:02.308,10.8.15.4,10.8.15.133,TCP,54,88  >  49680 [ACK] Seq=1844 Ack=334 Win=2097664 Len=0
179,2.308162,2024-08-15 00:09:02.308,10.8.15.4,10.8.15.133,TCP,54,"88  >  49679 [RST, ACK] Seq=241 Ack=254 Win=0 Len=0"
180,2.308255,2024-08-15 00:09:02.308,10.8.15.4,10.8.15.133,TCP,54,"88  >  49680 [RST, ACK] Seq=1844 Ack=334 Win=0 Len=0"
181,2.315099,2024-08-15 00:09:02.315,10.8.15.133,10.8.15.4,TCP,66,49681  >  88 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
182,2.315213,2024-08-15 00:09:02.315,10.8.15.4,10.8.15.133,TCP,66,"88  >  49681 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
183,2.315517,2024-08-15 00:09:02.315,10.8.15.133,10.8.15.4,TCP,66,49682  >  49669 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
184,2.315618,2024-08-15 00:09:02.315,10.8.15.4,10.8.15.133,TCP,66,"49669  >  49682 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
185,2.315701,2024-08-15 00:09:02.315,10.8.15.133,10.8.15.4,TCP,66,49683  >  58963 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
186,2.315925,2024-08-15 00:09:02.315,10.8.15.4,10.8.15.133,TCP,66,"58963  >  49683 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
187,2.316619,2024-08-15 00:09:02.316,10.8.15.133,10.8.15.4,KRB5,386,AS-REQ
188,2.316634,2024-08-15 00:09:02.316,10.8.15.133,10.8.15.4,TCP,54,49682  >  49669 [ACK] Seq=1 Ack=1 Win=262656 Len=0
189,2.316651,2024-08-15 00:09:02.316,10.8.15.133,10.8.15.4,TCP,54,49683  >  58963 [ACK] Seq=1 Ack=1 Win=262656 Len=0
190,2.316669,2024-08-15 00:09:02.316,10.8.15.133,10.8.15.4,DCERPC,214,"Bind: call_id: 2, Fragment: Single, 3 context items: RPC_NETLOGON V1.0 (32bit NDR), RPC_NETLOGON V1.0 (64bit NDR), RPC_NETLOGON V1.0 (6cb71c2c-9812-4540-0300-000000000000)"
191,2.317085,2024-08-15 00:09:02.317,10.8.15.4,10.8.15.133,DCERPC,162,"Bind_ack: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 3 results: Provider rejection, Acceptance, Negotiate ACK"
192,2.317438,2024-08-15 00:09:02.317,10.8.15.133,10.8.15.4,TCP,66,49684  >  88 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
193,2.317728,2024-08-15 00:09:02.317,10.8.15.4,10.8.15.133,TCP,66,"88  >  49684 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
194,2.317868,2024-08-15 00:09:02.317,10.8.15.4,10.8.15.133,TCP,1514,88  >  49681 [ACK] Seq=1 Ack=333 Win=2097664 Len=1460 [TCP PDU reassembled in 195]
195,2.31787,2024-08-15 00:09:02.317,10.8.15.4,10.8.15.133,KRB5,437,AS-REP
196,2.317932,2024-08-15 00:09:02.317,10.8.15.133,10.8.15.4,RPC_NETLOGON,254,"NetrServerReqChallenge request, "
197,2.318215,2024-08-15 00:09:02.318,10.8.15.133,10.8.15.4,TCP,54,49684  >  88 [ACK] Seq=1 Ack=1 Win=262656 Len=0
198,2.318272,2024-08-15 00:09:02.318,10.8.15.4,10.8.15.133,RPC_NETLOGON,90,NetrServerReqChallenge response
199,2.31828,2024-08-15 00:09:02.318,10.8.15.133,10.8.15.4,TCP,54,"49681  >  88 [FIN, ACK] Seq=333 Ack=1844 Win=262656 Len=0"
200,2.318429,2024-08-15 00:09:02.318,10.8.15.133,10.8.15.4,KRB5,306,AS-REQ
201,2.318476,2024-08-15 00:09:02.318,10.8.15.4,10.8.15.133,TCP,54,88  >  49681 [ACK] Seq=1844 Ack=334 Win=2097664 Len=0
202,2.318581,2024-08-15 00:09:02.318,10.8.15.4,10.8.15.133,TCP,54,"88  >  49681 [RST, ACK] Seq=1844 Ack=334 Win=0 Len=0"
203,2.318935,2024-08-15 00:09:02.318,10.8.15.4,10.8.15.133,KRB5,294,KRB Error: KRB5KDC_ERR_PREAUTH_REQUIRED
204,2.319205,2024-08-15 00:09:02.319,10.8.15.133,10.8.15.4,TCP,66,49685  >  88 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
205,2.319467,2024-08-15 00:09:02.319,10.8.15.4,10.8.15.133,TCP,66,"88  >  49685 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
206,2.319782,2024-08-15 00:09:02.319,10.8.15.133,10.8.15.4,RPC_NETLOGON,322,NetrServerAuthenticate3 request
207,2.319821,2024-08-15 00:09:02.319,10.8.15.133,10.8.15.4,TCP,54,"49684  >  88 [FIN, ACK] Seq=253 Ack=241 Win=262400 Len=0"
208,2.319997,2024-08-15 00:09:02.319,10.8.15.4,10.8.15.133,TCP,54,88  >  49684 [ACK] Seq=241 Ack=254 Win=2097664 Len=0
209,2.32016,2024-08-15 00:09:02.320,10.8.15.4,10.8.15.133,TCP,54,"88  >  49684 [RST, ACK] Seq=241 Ack=254 Win=0 Len=0"
210,2.320406,2024-08-15 00:09:02.320,10.8.15.133,10.8.15.4,TCP,66,49686  >  88 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
211,2.320559,2024-08-15 00:09:02.320,10.8.15.4,10.8.15.133,TCP,66,"88  >  49686 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
212,2.320685,2024-08-15 00:09:02.320,10.8.15.4,10.8.15.133,RPC_NETLOGON,98,NetrServerAuthenticate3 response
213,2.328427,2024-08-15 00:09:02.328,10.8.15.133,10.8.15.4,TCP,66,49687  >  88 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
214,2.328547,2024-08-15 00:09:02.328,10.8.15.133,10.8.15.4,TCP,54,49685  >  88 [ACK] Seq=1 Ack=1 Win=262656 Len=0
215,2.328553,2024-08-15 00:09:02.328,10.8.15.4,10.8.15.133,TCP,66,"88  >  49687 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
216,2.32859,2024-08-15 00:09:02.328,10.8.15.133,10.8.15.4,TCP,1514,49686  >  88 [ACK] Seq=1 Ack=1 Win=262656 Len=1460 [TCP PDU reassembled in 217]
217,2.328592,2024-08-15 00:09:02.328,10.8.15.133,10.8.15.4,KRB5,474,TGS-REQ
218,2.328737,2024-08-15 00:09:02.328,10.8.15.133,10.8.15.4,TCP,1514,49685  >  88 [ACK] Seq=1 Ack=1 Win=262656 Len=1460 [TCP PDU reassembled in 220]
219,2.328738,2024-08-15 00:09:02.328,10.8.15.4,10.8.15.133,TCP,54,88  >  49686 [ACK] Seq=1 Ack=1881 Win=2097920 Len=0
220,2.32874,2024-08-15 00:09:02.328,10.8.15.133,10.8.15.4,KRB5,494,TGS-REQ
221,2.328771,2024-08-15 00:09:02.328,10.8.15.133,10.8.15.4,DCERPC,210,"Alter_context: call_id: 4, Fragment: Single, 1 context items: RPC_NETLOGON V1.0 (64bit NDR)"
222,2.328929,2024-08-15 00:09:02.328,10.8.15.4,10.8.15.133,TCP,54,88  >  49685 [ACK] Seq=1 Ack=1901 Win=2097920 Len=0
223,2.328933,2024-08-15 00:09:02.328,10.8.15.133,10.8.15.4,TCP,54,49687  >  88 [ACK] Seq=1 Ack=1 Win=262656 Len=0
224,2.329088,2024-08-15 00:09:02.329,10.8.15.133,10.8.15.4,KRB5,386,AS-REQ
225,2.329767,2024-08-15 00:09:02.329,10.8.15.4,10.8.15.133,TCP,1514,88  >  49686 [ACK] Seq=1 Ack=1881 Win=2097920 Len=1460 [TCP PDU reassembled in 226]
226,2.32977,2024-08-15 00:09:02.329,10.8.15.4,10.8.15.133,KRB5,447,TGS-REP
227,2.329783,2024-08-15 00:09:02.329,10.8.15.4,10.8.15.133,TCP,1514,88  >  49685 [ACK] Seq=1 Ack=1901 Win=2097920 Len=1460 [TCP PDU reassembled in 228]
228,2.329786,2024-08-15 00:09:02.329,10.8.15.4,10.8.15.133,KRB5,471,TGS-REP
229,2.329953,2024-08-15 00:09:02.329,10.8.15.4,10.8.15.133,DCERPC,130,"Alter_context_resp: call_id: 4, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
230,2.330545,2024-08-15 00:09:02.330,10.8.15.4,10.8.15.133,TCP,1514,88  >  49687 [ACK] Seq=1 Ack=333 Win=2097664 Len=1460 [TCP PDU reassembled in 231]
231,2.330548,2024-08-15 00:09:02.330,10.8.15.4,10.8.15.133,KRB5,437,AS-REP
232,2.332593,2024-08-15 00:09:02.332,10.8.15.133,10.8.15.4,TCP,54,49685  >  88 [ACK] Seq=1901 Ack=1878 Win=262656 Len=0
233,2.3326,2024-08-15 00:09:02.332,10.8.15.133,10.8.15.4,TCP,54,"49686  >  88 [FIN, ACK] Seq=1881 Ack=1854 Win=262656 Len=0"
234,2.332608,2024-08-15 00:09:02.332,10.8.15.133,10.8.15.4,TCP,54,49687  >  88 [ACK] Seq=333 Ack=1844 Win=262656 Len=0
235,2.332748,2024-08-15 00:09:02.332,10.8.15.4,10.8.15.133,TCP,54,88  >  49686 [ACK] Seq=1854 Ack=1882 Win=2097920 Len=0
236,2.332813,2024-08-15 00:09:02.332,10.8.15.4,10.8.15.133,TCP,54,"88  >  49686 [RST, ACK] Seq=1854 Ack=1882 Win=0 Len=0"
237,2.332817,2024-08-15 00:09:02.332,10.8.15.133,10.8.15.4,TCP,54,"49685  >  88 [FIN, ACK] Seq=1901 Ack=1878 Win=262656 Len=0"
238,2.332942,2024-08-15 00:09:02.332,10.8.15.4,10.8.15.133,TCP,54,88  >  49685 [ACK] Seq=1878 Ack=1902 Win=2097920 Len=0
239,2.332977,2024-08-15 00:09:02.332,10.8.15.4,10.8.15.133,TCP,54,"88  >  49685 [RST, ACK] Seq=1878 Ack=1902 Win=0 Len=0"
240,2.334549,2024-08-15 00:09:02.334,10.8.15.133,10.8.15.4,TCP,66,49688  >  88 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
241,2.3347,2024-08-15 00:09:02.334,10.8.15.133,10.8.15.4,TCP,54,"49687  >  88 [FIN, ACK] Seq=333 Ack=1844 Win=262656 Len=0"
242,2.334762,2024-08-15 00:09:02.334,10.8.15.4,10.8.15.133,TCP,66,"88  >  49688 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
243,2.334823,2024-08-15 00:09:02.334,10.8.15.4,10.8.15.133,TCP,54,88  >  49687 [ACK] Seq=1844 Ack=334 Win=2097664 Len=0
244,2.334916,2024-08-15 00:09:02.334,10.8.15.4,10.8.15.133,TCP,54,"88  >  49687 [RST, ACK] Seq=1844 Ack=334 Win=0 Len=0"
245,2.335298,2024-08-15 00:09:02.335,10.8.15.133,10.8.15.4,RPC_NETLOGON,350,NetrLogonGetCapabilities request
246,2.335554,2024-08-15 00:09:02.335,10.8.15.4,10.8.15.133,RPC_NETLOGON,174,NetrLogonGetCapabilities response
247,2.341954,2024-08-15 00:09:02.341,10.8.15.133,10.8.15.4,TCP,66,49689  >  88 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
248,2.342155,2024-08-15 00:09:02.342,10.8.15.4,10.8.15.133,TCP,66,"88  >  49689 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
249,2.348155,2024-08-15 00:09:02.348,10.8.15.133,10.8.15.4,TCP,54,49677  >  135 [ACK] Seq=329 Ack=377 Win=262400 Len=0
250,2.348171,2024-08-15 00:09:02.348,10.8.15.133,10.8.15.4,TCP,54,49678  >  135 [ACK] Seq=329 Ack=449 Win=262144 Len=0
251,2.348243,2024-08-15 00:09:02.348,10.8.15.133,10.8.15.4,TCP,54,49688  >  88 [ACK] Seq=1 Ack=1 Win=262656 Len=0
252,2.348262,2024-08-15 00:09:02.348,10.8.15.133,10.8.15.4,TCP,54,49689  >  88 [ACK] Seq=1 Ack=1 Win=262656 Len=0
253,2.348451,2024-08-15 00:09:02.348,10.8.15.133,10.8.15.4,TCP,1514,49688  >  88 [ACK] Seq=1 Ack=1 Win=262656 Len=1460 [TCP PDU reassembled in 254]
254,2.348454,2024-08-15 00:09:02.348,10.8.15.133,10.8.15.4,KRB5,267,TGS-REQ
255,2.348565,2024-08-15 00:09:02.348,10.8.15.133,10.8.15.4,TCP,1514,49689  >  88 [ACK] Seq=1 Ack=1 Win=262656 Len=1460 [TCP PDU reassembled in 256]
256,2.348566,2024-08-15 00:09:02.348,10.8.15.133,10.8.15.4,KRB5,494,TGS-REQ
257,2.348612,2024-08-15 00:09:02.348,10.8.15.4,10.8.15.133,TCP,54,88  >  49688 [ACK] Seq=1 Ack=1674 Win=2097920 Len=0
258,2.348725,2024-08-15 00:09:02.348,10.8.15.133,10.8.15.4,RPC_NETLOGON,350,NetrLogonGetCapabilities request
259,2.348833,2024-08-15 00:09:02.348,10.8.15.4,10.8.15.133,TCP,54,88  >  49689 [ACK] Seq=1 Ack=1901 Win=2097920 Len=0
260,2.349503,2024-08-15 00:09:02.349,10.8.15.4,10.8.15.133,TCP,1514,88  >  49688 [ACK] Seq=1 Ack=1674 Win=2097920 Len=1460 [TCP PDU reassembled in 261]
261,2.349505,2024-08-15 00:09:02.349,10.8.15.4,10.8.15.133,KRB5,296,TGS-REP
262,2.349709,2024-08-15 00:09:02.349,10.8.15.4,10.8.15.133,RPC_NETLOGON,174,NetrLogonGetCapabilities response
263,2.349925,2024-08-15 00:09:02.349,10.8.15.4,10.8.15.133,TCP,1514,88  >  49689 [ACK] Seq=1 Ack=1901 Win=2097920 Len=1460 [TCP PDU reassembled in 264]
264,2.349926,2024-08-15 00:09:02.349,10.8.15.4,10.8.15.133,KRB5,471,TGS-REP
265,2.349943,2024-08-15 00:09:02.349,10.8.15.133,10.8.15.4,TCP,54,49688  >  88 [ACK] Seq=1674 Ack=1703 Win=262656 Len=0
266,2.350232,2024-08-15 00:09:02.350,10.8.15.133,10.8.15.4,TCP,54,"49688  >  88 [FIN, ACK] Seq=1674 Ack=1703 Win=262656 Len=0"
267,2.350349,2024-08-15 00:09:02.350,10.8.15.4,10.8.15.133,TCP,54,88  >  49688 [ACK] Seq=1703 Ack=1675 Win=2097920 Len=0
268,2.350472,2024-08-15 00:09:02.350,10.8.15.4,10.8.15.133,TCP,54,"88  >  49688 [RST, ACK] Seq=1703 Ack=1675 Win=0 Len=0"
269,2.350987,2024-08-15 00:09:02.350,10.8.15.133,10.8.15.4,TCP,54,49689  >  88 [ACK] Seq=1901 Ack=1878 Win=262656 Len=0
270,2.351272,2024-08-15 00:09:02.351,10.8.15.133,10.8.15.4,TCP,54,"49689  >  88 [FIN, ACK] Seq=1901 Ack=1878 Win=262656 Len=0"
271,2.351401,2024-08-15 00:09:02.351,10.8.15.4,10.8.15.133,TCP,54,88  >  49689 [ACK] Seq=1878 Ack=1902 Win=2097920 Len=0
272,2.351446,2024-08-15 00:09:02.351,10.8.15.4,10.8.15.133,TCP,54,"88  >  49689 [RST, ACK] Seq=1878 Ack=1902 Win=0 Len=0"
273,2.351879,2024-08-15 00:09:02.351,10.8.15.133,10.8.15.4,TCP,1514,49682  >  49669 [ACK] Seq=1 Ack=1 Win=262656 Len=1460 [TCP PDU reassembled in 274]
274,2.351881,2024-08-15 00:09:02.351,10.8.15.133,10.8.15.4,DCERPC,858,"Bind: call_id: 2, Fragment: Single, 3 context items: DRSUAPI V4.0 (32bit NDR), DRSUAPI V4.0 (64bit NDR), DRSUAPI V4.0 (6cb71c2c-9812-4540-0300-000000000000)"
275,2.352081,2024-08-15 00:09:02.352,10.8.15.4,10.8.15.133,TCP,54,49669  >  49682 [ACK] Seq=1 Ack=2265 Win=2097920 Len=0
276,2.352643,2024-08-15 00:09:02.352,10.8.15.4,10.8.15.133,DCERPC,338,"Bind_ack: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 3 results: Provider rejection, Acceptance, Negotiate ACK"
277,2.355448,2024-08-15 00:09:02.355,10.8.15.133,10.8.15.4,RPC_NETLOGON,1038,NetrLogonGetDomainInfo request
278,2.355969,2024-08-15 00:09:02.355,10.8.15.4,10.8.15.133,RPC_NETLOGON,1102,NetrLogonGetDomainInfo response
279,2.356287,2024-08-15 00:09:02.356,10.8.15.133,10.8.15.4,DCERPC,274,"Alter_context: call_id: 2, Fragment: Single, 1 context items: DRSUAPI V4.0 (64bit NDR)"
280,2.356547,2024-08-15 00:09:02.356,10.8.15.4,10.8.15.133,DCERPC,159,"Alter_context_resp: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
281,2.358205,2024-08-15 00:09:02.358,10.8.15.133,10.8.15.4,DRSUAPI,322,DsBind request
282,2.358397,2024-08-15 00:09:02.358,10.8.15.4,10.8.15.133,DRSUAPI,258,DsBind response
283,2.358798,2024-08-15 00:09:02.358,10.8.15.133,10.8.15.4,TCP,66,49690  >  389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
284,2.358909,2024-08-15 00:09:02.358,10.8.15.4,10.8.15.133,TCP,66,"389  >  49690 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
285,2.359064,2024-08-15 00:09:02.359,10.8.15.133,10.8.15.4,DRSUAPI,338,DsCrackNames request
286,2.359243,2024-08-15 00:09:02.359,10.8.15.133,10.8.15.4,TCP,54,49690  >  389 [ACK] Seq=1 Ack=1 Win=262656 Len=0
287,2.359371,2024-08-15 00:09:02.359,10.8.15.4,10.8.15.133,DRSUAPI,450,DsCrackNames response
288,2.359391,2024-08-15 00:09:02.359,10.8.15.133,10.8.15.4,LDAP,404,"searchRequest(7) ""<ROOT>"" baseObject "
289,2.359653,2024-08-15 00:09:02.359,10.8.15.4,10.8.15.133,TCP,1514,389  >  49690 [ACK] Seq=1 Ack=351 Win=2097664 Len=1460 [TCP PDU reassembled in 290]
290,2.359656,2024-08-15 00:09:02.359,10.8.15.4,10.8.15.133,LDAP,1435,"searchResEntry(7) ""<ROOT>""  | searchResDone(7) success  [1 result]"
291,2.360054,2024-08-15 00:09:02.360,10.8.15.133,10.8.15.4,TCP,54,49690  >  389 [ACK] Seq=351 Ack=2842 Win=262656 Len=0
292,2.360074,2024-08-15 00:09:02.360,10.8.15.133,10.8.15.4,DRSUAPI,338,DsCrackNames request
293,2.360309,2024-08-15 00:09:02.360,10.8.15.4,10.8.15.133,DRSUAPI,418,DsCrackNames response
294,2.360749,2024-08-15 00:09:02.360,10.8.15.133,10.8.15.4,TCP,1514,49690  >  389 [ACK] Seq=351 Ack=2842 Win=262656 Len=1460 [TCP PDU reassembled in 295]
295,2.360751,2024-08-15 00:09:02.360,10.8.15.133,10.8.15.4,LDAP,749,"bindRequest(9) ""<ROOT>"" sasl "
296,2.360849,2024-08-15 00:09:02.360,10.8.15.4,10.8.15.133,TCP,54,389  >  49690 [ACK] Seq=2842 Ack=2506 Win=2097920 Len=0
297,2.360952,2024-08-15 00:09:02.360,10.8.15.133,10.8.15.4,DRSUAPI,194,DsUnbind request
298,2.361086,2024-08-15 00:09:02.361,10.8.15.4,10.8.15.133,DRSUAPI,194,DsUnbind response
299,2.361391,2024-08-15 00:09:02.361,10.8.15.4,10.8.15.133,LDAP,264,bindResponse(9) success 
300,2.363644,2024-08-15 00:09:02.363,10.8.15.133,10.8.15.4,LDAP,191,SASL GSS-API Privacy: payload (73 bytes)
301,2.363663,2024-08-15 00:09:02.363,10.8.15.133,10.8.15.4,EPM,222,"Map request, DRSUAPI, 32bit NDR"
302,2.363837,2024-08-15 00:09:02.363,10.8.15.4,10.8.15.133,LDAP,223,SASL GSS-API Privacy: payload (105 bytes)
303,2.363949,2024-08-15 00:09:02.363,10.8.15.4,10.8.15.133,EPM,322,"Map response, DRSUAPI, 32bit NDR, DRSUAPI, 32bit NDR"
304,2.365091,2024-08-15 00:09:02.365,10.8.15.133,10.8.15.4,LDAP,252,SASL GSS-API Privacy: payload (134 bytes)
305,2.365365,2024-08-15 00:09:02.365,10.8.15.4,10.8.15.133,LDAP,668,SASL GSS-API Privacy: payload (550 bytes)
306,2.365395,2024-08-15 00:09:02.365,10.8.15.133,10.8.15.4,TCP,1514,49682  >  49669 [ACK] Seq=3461 Ack=1494 Win=262656 Len=1460 [TCP PDU reassembled in 307]
307,2.365396,2024-08-15 00:09:02.365,10.8.15.133,10.8.15.4,DCERPC,770,"Alter_context: call_id: 6, Fragment: Single, 1 context items: DRSUAPI V4.0 (64bit NDR)"
308,2.3655,2024-08-15 00:09:02.365,10.8.15.4,10.8.15.133,TCP,54,49669  >  49682 [ACK] Seq=1494 Ack=5637 Win=2097920 Len=0
309,2.365936,2024-08-15 00:09:02.365,10.8.15.4,10.8.15.133,DCERPC,286,"Alter_context_resp: call_id: 6, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
310,2.36647,2024-08-15 00:09:02.366,10.8.15.133,10.8.15.4,DCERPC,274,"Alter_context: call_id: 6, Fragment: Single, 1 context items: DRSUAPI V4.0 (64bit NDR)"
311,2.366941,2024-08-15 00:09:02.366,10.8.15.4,10.8.15.133,DCERPC,159,"Alter_context_resp: call_id: 6, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
312,2.370788,2024-08-15 00:09:02.370,10.8.15.133,10.8.15.4,DRSUAPI,258,DsBind request
313,2.371045,2024-08-15 00:09:02.371,10.8.15.4,10.8.15.133,DRSUAPI,258,DsBind response
314,2.379492,2024-08-15 00:09:02.379,10.8.15.133,10.8.15.4,DRSUAPI,338,DsCrackNames request
315,2.379838,2024-08-15 00:09:02.379,10.8.15.4,10.8.15.133,DRSUAPI,450,DsCrackNames response
316,2.381595,2024-08-15 00:09:02.381,10.8.15.133,10.8.15.4,DRSUAPI,194,DsUnbind request
317,2.381749,2024-08-15 00:09:02.381,10.8.15.4,10.8.15.133,DRSUAPI,194,DsUnbind response
318,2.385314,2024-08-15 00:09:02.385,10.8.15.133,10.8.15.4,DNS,135,Standard query 0xa04e SRV _ldap._tcp.Default-First-Site-Name._sites.ForestDnsZones.lafontainebleu.org
319,2.385482,2024-08-15 00:09:02.385,10.8.15.4,10.8.15.133,DNS,205,Standard query response 0xa04e SRV _ldap._tcp.Default-First-Site-Name._sites.ForestDnsZones.lafontainebleu.org SRV 0 100 389 win-jegjix7q9rs.lafontainebleu.org A 10.8.15.4
320,2.387442,2024-08-15 00:09:02.387,10.8.15.133,10.8.15.4,EPM,222,"Map request, DRSUAPI, 32bit NDR"
321,2.387776,2024-08-15 00:09:02.387,10.8.15.4,10.8.15.133,EPM,322,"Map response, DRSUAPI, 32bit NDR, DRSUAPI, 32bit NDR"
322,2.395935,2024-08-15 00:09:02.395,10.8.15.133,10.8.15.4,TCP,1514,49682  >  49669 [ACK] Seq=6485 Ack=2571 Win=261632 Len=1460 [TCP PDU reassembled in 323]
323,2.395938,2024-08-15 00:09:02.395,10.8.15.133,10.8.15.4,DCERPC,770,"Alter_context: call_id: 9, Fragment: Single, 1 context items: DRSUAPI V4.0 (64bit NDR)"
324,2.396138,2024-08-15 00:09:02.396,10.8.15.4,10.8.15.133,TCP,54,49669  >  49682 [ACK] Seq=2571 Ack=8661 Win=2097920 Len=0
325,2.396656,2024-08-15 00:09:02.396,10.8.15.4,10.8.15.133,DCERPC,286,"Alter_context_resp: call_id: 9, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
326,2.411281,2024-08-15 00:09:02.411,10.8.15.133,10.8.15.4,TCP,1514,"[TCP Spurious Retransmission] 49682  >  49669 [PSH, ACK] Seq=7201 Ack=2571 Win=261632 Len=1460 [TCP PDU reassembled in 323]"
327,2.411285,2024-08-15 00:09:02.411,10.8.15.133,10.8.15.4,TCP,54,49683  >  58963 [ACK] Seq=2361 Ack=1553 Win=262656 Len=0
328,2.411498,2024-08-15 00:09:02.411,10.8.15.4,10.8.15.133,TCP,66,[TCP Dup ACK 324#1] 49669  >  49682 [ACK] Seq=2803 Ack=8661 Win=2097920 Len=0 SLE=7201 SRE=8661
329,2.411513,2024-08-15 00:09:02.411,10.8.15.133,10.8.15.4,DCERPC,274,"Alter_context: call_id: 9, Fragment: Single, 1 context items: DRSUAPI V4.0 (64bit NDR)"
330,2.411892,2024-08-15 00:09:02.411,10.8.15.4,10.8.15.133,DCERPC,159,"Alter_context_resp: call_id: 9, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
331,2.41832,2024-08-15 00:09:02.418,10.8.15.133,10.8.15.4,DRSUAPI,258,DsBind request
332,2.418747,2024-08-15 00:09:02.418,10.8.15.133,10.8.15.4,CLDAP,251,"searchRequest(12) ""<ROOT>"" baseObject "
333,2.418794,2024-08-15 00:09:02.418,10.8.15.4,10.8.15.133,DRSUAPI,258,DsBind response
334,2.419107,2024-08-15 00:09:02.419,10.8.15.4,10.8.15.133,CLDAP,248,"searchResEntry(12) ""<ROOT>"" searchResDone(12) success  [1 result]"
335,2.419618,2024-08-15 00:09:02.419,10.8.15.133,10.8.15.4,DRSUAPI,354,ReadNgcKey request
336,2.419951,2024-08-15 00:09:02.419,10.8.15.4,10.8.15.133,DRSUAPI,210,ReadNgcKey response
337,2.424192,2024-08-15 00:09:02.424,10.8.15.133,10.8.15.4,TCP,1514,49670  >  445 [ACK] Seq=402 Ack=629 Win=262144 Len=1460 [TCP PDU reassembled in 339]
338,2.424194,2024-08-15 00:09:02.424,10.8.15.133,10.8.15.4,TCP,1514,49670  >  445 [ACK] Seq=1862 Ack=629 Win=262144 Len=1460 [TCP PDU reassembled in 339]
339,2.424195,2024-08-15 00:09:02.424,10.8.15.133,10.8.15.4,SMB2,919,Session Setup Request
340,2.424382,2024-08-15 00:09:02.424,10.8.15.4,10.8.15.133,TCP,54,445  >  49670 [ACK] Seq=629 Ack=4187 Win=2097920 Len=0
341,2.424685,2024-08-15 00:09:02.424,10.8.15.133,10.8.15.4,TCP,1514,49667  >  389 [ACK] Seq=351 Ack=2842 Win=262656 Len=1460 [TCP PDU reassembled in 342]
342,2.424688,2024-08-15 00:09:02.424,10.8.15.133,10.8.15.4,LDAP,737,"bindRequest(5) ""<ROOT>"" sasl "
